7.648634e+02	2.028642e+02	7.599180e+02	1.640328e+02	8.075875e+02	1.579618e+02	8.125329e+02	1.967933e+02	1.727421e+02	7.573907e+02	1.559973e+02	5.766949e+01	4.883147e+01	
6.456045e+02	3.805876e+02	6.835480e+02	3.777656e+02	6.863701e+02	4.157091e+02	6.484265e+02	4.185312e+02	1.757465e+02	6.420155e+02	3.741766e+02	4.794355e+01	4.794355e+01	
7.185035e+02	3.662407e+02	7.701067e+02	3.617577e+02	7.745897e+02	4.133609e+02	7.229865e+02	4.178439e+02	1.750349e+02	7.157450e+02	3.589992e+02	6.160323e+01	6.160323e+01	
7.883087e+02	3.676152e+02	8.232167e+02	3.664542e+02	8.243778e+02	4.013622e+02	7.894697e+02	4.025233e+02	1.780951e+02	7.838892e+02	3.620347e+02	4.490806e+01	4.490806e+01	
8.306513e+02	3.518938e+02	9.004674e+02	3.457497e+02	9.063385e+02	4.124642e+02	8.365224e+02	4.186083e+02	1.749707e+02	8.285868e+02	3.438218e+02	7.981613e+01	7.671448e+01	
1.975958e+02	9.855584e+01	1.914212e+02	6.787803e+01	2.291245e+02	6.028932e+01	2.352992e+02	9.096713e+01	1.686199e+02	1.895085e+02	5.908368e+01	4.770339e+01	4.067780e+01	
1.073632e+03	3.299582e+02	1.135859e+03	3.221531e+02	1.143665e+03	3.843805e+02	1.081437e+03	3.921856e+02	1.728508e+02	1.072535e+03	3.210556e+02	7.222742e+01	7.222742e+01	
1.618879e+02	6.374867e+02	1.042138e+02	6.429698e+02	9.873070e+01	5.852956e+02	1.564049e+02	5.798125e+02	8.456925e+01	9.647223e+01	5.775540e+02	6.767419e+01	6.767419e+01	
2.955288e+02	5.377123e+02	2.926517e+02	4.752143e+02	3.585924e+02	4.721789e+02	3.614694e+02	5.346768e+02	1.773643e+02	2.890903e+02	4.686966e+02	7.594068e+01	7.249798e+01	
1.663503e+02	5.814163e+02	2.282257e+02	5.726455e+02	2.376918e+02	6.394261e+02	1.758164e+02	6.481969e+02	9.806788e+01	1.660833e+02	5.720309e+02	7.187539e+01	7.678065e+01	
2.424281e+02	5.760194e+02	3.060465e+02	5.678403e+02	3.138516e+02	6.285500e+02	2.502332e+02	6.367290e+02	1.726740e+02	2.413306e+02	5.669298e+02	7.361838e+01	7.070968e+01	
4.230767e+02	5.555448e+02	4.775335e+02	5.518891e+02	4.820165e+02	6.186697e+02	4.275597e+02	6.223255e+02	9.384056e+01	4.203182e+02	5.487169e+02	6.445682e+01	7.678065e+01	
5.809256e+02	5.505747e+02	6.385998e+02	5.477527e+02	6.414218e+02	6.054269e+02	5.837476e+02	6.082489e+02	9.280128e+01	5.773366e+02	5.441637e+02	6.767419e+01	6.767419e+01	
7.227011e+02	5.362442e+02	7.858413e+02	5.286929e+02	7.936464e+02	5.939558e+02	7.305061e+02	6.015071e+02	9.681987e+01	7.216036e+02	5.274685e+02	7.314027e+01	7.526290e+01	
8.826326e+02	5.340034e+02	9.182488e+02	5.278982e+02	9.260538e+02	5.734304e+02	8.904377e+02	5.795357e+02	9.972703e+01	8.815351e+02	5.259508e+02	4.561615e+01	5.553226e+01	
9.416051e+02	5.128868e+02	9.954797e+02	5.034826e+02	1.006607e+03	5.672278e+02	9.527322e+02	5.766319e+02	9.990158e+01	9.421686e+02	5.031847e+02	6.387459e+01	7.374516e+01	
1.068647e+03	5.515859e+02	1.034540e+03	5.588834e+02	1.027395e+03	5.254931e+02	1.061503e+03	5.181956e+02	1.207671e+01	1.025967e+03	5.168444e+02	4.410738e+01	4.339032e+01	
1.152098e+03	5.465655e+02	1.117190e+03	5.487265e+02	1.115029e+03	5.138184e+02	1.149937e+03	5.116574e+02	8.645757e+01	1.111110e+03	5.077379e+02	4.490806e+01	4.490806e+01	
1.208474e+03	5.417813e+02	1.173951e+03	5.338065e+02	1.183417e+03	4.928274e+02	1.217940e+03	5.008022e+02	1.030071e+02	1.173684e+03	4.918148e+02	4.452316e+01	5.097903e+01	
7.978025e+02	7.242845e+02	8.402992e+02	7.231235e+02	8.414603e+02	7.656203e+02	7.989635e+02	7.667813e+02	9.156494e+01	7.933830e+02	7.187040e+02	5.249677e+01	5.249677e+01	
9.173511e+02	7.061458e+02	9.512583e+02	7.049106e+02	9.524193e+02	7.367832e+02	9.185121e+02	7.380183e+02	1.779138e+02	9.129316e+02	7.005282e+02	4.390720e+01	4.187258e+01	
1.036702e+03	6.984829e+02	1.073128e+03	6.973219e+02	1.074289e+03	7.337477e+02	1.037863e+03	7.349087e+02	9.182560e+01	1.032283e+03	6.929024e+02	4.642581e+01	4.642581e+01	
1.096642e+03	6.877155e+02	1.136104e+03	6.898765e+02	1.133943e+03	7.293378e+02	1.094481e+03	7.271767e+02	1.768654e+02	1.090562e+03	6.837960e+02	4.946129e+01	4.946129e+01	
1.173665e+03	6.833055e+02	1.208573e+03	6.821445e+02	1.209734e+03	7.170526e+02	1.174826e+03	7.182136e+02	9.190491e+01	1.169245e+03	6.777250e+02	4.490806e+01	4.490806e+01	
