3.917484e+02	1.637081e+02	3.005660e+02	1.702458e+02	2.940283e+02	7.906342e+01	3.852107e+02	7.252568e+01	8.589894e+01	2.922972e+02	7.079455e+01	1.011824e+02	1.011824e+02	
5.329277e+02	2.041483e+02	4.210220e+02	2.126986e+02	4.124717e+02	1.007930e+02	5.243774e+02	9.224266e+01	8.563072e+01	4.117469e+02	9.151782e+01	1.219057e+02	1.219057e+02	
6.382725e+02	1.944942e+02	5.249853e+02	1.809062e+02	5.385734e+02	6.761897e+01	6.518606e+02	8.120702e+01	9.683957e+01	5.267794e+02	6.941300e+01	1.232872e+02	1.232872e+02	
7.524058e+02	2.095029e+02	6.563866e+02	1.990548e+02	6.679621e+02	9.267530e+01	7.639813e+02	1.031234e+02	9.621010e+01	6.571744e+02	9.289937e+01	1.060192e+02	1.163795e+02	
8.591756e+02	3.173730e+02	8.409528e+02	1.833129e+02	9.934088e+02	1.625896e+02	1.011632e+03	2.966497e+02	1.722593e+02	8.450642e+02	1.679513e+02	1.624560e+02	1.440601e+02	
8.107379e+02	3.974104e+02	8.798155e+02	2.791682e+02	9.980577e+02	3.482458e+02	9.289801e+02	4.664879e+02	-1.497063e+02	8.402767e+02	3.087070e+02	1.282421e+02	1.282421e+02	
1.039645e+03	4.060666e+02	1.128005e+03	4.771703e+02	1.059078e+03	5.628265e+02	9.707174e+02	4.917228e+02	-5.117631e+01	1.000181e+03	4.366185e+02	9.836024e+01	9.565618e+01	
7.388791e+02	4.911614e+02	8.107939e+02	3.954130e+02	9.229983e+02	4.796877e+02	8.510835e+02	5.754360e+02	-1.430905e+02	7.698365e+02	4.325503e+02	1.222044e+02	1.057484e+02	
6.786321e+02	5.028360e+02	7.852445e+02	4.841385e+02	8.048703e+02	5.960441e+02	6.982579e+02	6.147416e+02	-9.994726e+01	6.834450e+02	4.884872e+02	1.166125e+02	1.219057e+02	
5.794486e+02	4.762252e+02	6.763879e+02	4.766637e+02	6.758879e+02	5.871878e+02	5.789486e+02	5.867493e+02	-8.974080e+01	5.741986e+02	4.714444e+02	1.069393e+02	1.205241e+02	
4.243707e+02	4.383099e+02	5.696540e+02	4.591656e+02	5.489277e+02	6.035472e+02	4.036444e+02	5.826914e+02	-8.183087e+01	4.090075e+02	4.437377e+02	1.552833e+02	1.543816e+02	
2.508077e+02	4.681980e+02	3.505996e+02	4.252442e+02	3.963890e+02	5.316237e+02	2.965970e+02	5.745775e+02	-1.132887e+02	2.687023e+02	4.417211e+02	1.097920e+02	1.163795e+02	
1.430136e+02	5.680582e+02	2.272883e+02	4.981179e+02	2.972285e+02	5.823926e+02	2.129539e+02	6.523328e+02	-1.296896e+02	1.729838e+02	5.280881e+02	9.427463e+01	9.427463e+01	
